ticker,description,market_cap,market_cap_currency,sector,industry,exchange,analyst rating,upcoming earnings date,recent earnings date,index,NASDAQComposite,SP500,SP500ConsumerDiscretionary,Russell3000,Russell1000,NASDAQIndustrials,NASDAQBank,NasdaqUSLargeCapGrowth,Russell2000,SPMidCap400,MiniRussell2000,SP500ESG,NASDAQ100,SP100,NASDAQUSBenchmarkFoodProducers,NasdaqUSSmallCapGrowth,NASDAQComputer,DowJonesIndustrialAverage,KBWNASDAQBank,SP500Financials,DowJonesCompositeAverage,SP500HealthCare,NASDAQBiotechnology,SP500Industrials,PHLXSemiconductorSector,SP500InformationTechnology,SP500CommunicationServices,NASDAQTelecommunications,NASDAQRealEstateandOtherFinancialServices,NASDAQ100TechnologySector,NASDAQCBInsightsMetaverseUSIndex,NasdaqUSMidCapGrowth,PHLXHousingSector,SP500Energy,NYSEArcaMajorMarket,SP500Materials,SP500ConsumerStaples,NASDAQInsurance,NASDAQTransportation,DowJonesTransportationAverage,ISECTACloudComputing,KBWNASDAQFinancialTechnologyIndex,NASDAQCleanEdgeGreenEnergy,SP500RealEstate,NASDAQGoldenDragonChina,SP500Utilities,PHLXUtilitiesSector,DowJonesUtilityAverage,PHLXGoldSilverSector,PHLXOilServiceSector,MainIndex,filter_applied,universe_name,generation_source,generation_date
RGLD,"Royal Gold, Inc.",11710686278.0,USD,Non-energy minerals,Precious metals,NASDAQ,Strong buy,2025-10-29,2025-08-06,"NASDAQ Composite, PHLX Gold/Silver Sector, S&P MidCap 400, Nasdaq US Mid Cap Growth, Russell 3000, Russell 1000, NASDAQ Industrials",True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,industry=Precious metals,ticker_universe_industry_Precious_metals,simple_universe_generator,2025-09-17T23:34:06.186625
AEM,Agnico Eagle Mines Limited,70162104122.2776,USD,Non-energy minerals,Precious metals,NYSE,Buy,2025-10-29,2025-07-30,PHLX Gold/Silver Sector,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,industry=Precious metals,ticker_universe_industry_Precious_metals,simple_universe_generator,2025-09-17T23:34:06.186625
NEM,Newmont Corporation,79560712615.0,USD,Non-energy minerals,Precious metals,NYSE,Buy,2025-10-23,2025-07-24,"S&P 500, PHLX Gold/Silver Sector, S&P 500 Materials, Russell 3000, Russell 1000, S&P 500 ESG",False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,industry=Precious metals,ticker_universe_industry_Precious_metals,simple_universe_generator,2025-09-17T23:34:06.186625
FNV,Franco-Nevada Corporation,35811572793.4532,USD,Non-energy minerals,Precious metals,NYSE,Buy,2025-11-05,2025-08-11,PHLX Gold/Silver Sector,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,industry=Precious metals,ticker_universe_industry_Precious_metals,simple_universe_generator,2025-09-17T23:34:06.186625
AU,AngloGold Ashanti PLC,27895400396.0,USD,Non-energy minerals,Precious metals,NYSE,Buy,2025-11-06,2025-08-01,"PHLX Gold/Silver Sector, Russell 3000, Russell 1000",False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,industry=Precious metals,ticker_universe_industry_Precious_metals,simple_universe_generator,2025-09-17T23:34:06.186625
GFI,Gold Fields Limited,29160615029.294,USD,Non-energy minerals,Precious metals,NYSE,Buy,2026-02-12,2025-08-22,PHLX Gold/Silver Sector,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,industry=Precious metals,ticker_universe_industry_Precious_metals,simple_universe_generator,2025-09-17T23:34:06.186625
EGO,Eldorado Gold Corporation,4937744071.60667,USD,Non-energy minerals,Precious metals,NYSE,Buy,2025-10-30,2025-07-31,PHLX Gold/Silver Sector,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,industry=Precious metals,ticker_universe_industry_Precious_metals,simple_universe_generator,2025-09-17T23:34:06.186625
BVN,Buenaventura Mining Company Inc.,4902524283.97745,USD,Non-energy minerals,Precious metals,NYSE,Buy,2025-10-30,2025-07-24,PHLX Gold/Silver Sector,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,industry=Precious metals,ticker_universe_industry_Precious_metals,simple_universe_generator,2025-09-17T23:34:06.186625
CMCL,Caledonia Mining Corporation Plc,488736843.0,USD,Non-energy minerals,Precious metals,AMEX,Buy,2025-11-12,2025-08-11,"Russell 2000, Russell 3000, Mini-Russell 2000",False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Precious metals,ticker_universe_industry_Precious_metals,simple_universe_generator,2025-09-17T23:34:06.186625
WPM,Wheaton Precious Metals Corp,43897480064.1759,USD,Non-energy minerals,Precious metals,NYSE,Buy,2025-11-06,2025-08-07,PHLX Gold/Silver Sector,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,industry=Precious metals,ticker_universe_industry_Precious_metals,simple_universe_generator,2025-09-17T23:34:06.186625
